,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
1343,75 The Donway W 907 | Apartment For Sale,C5077450,for sale,Residential Apartment,9,20210106,,,"575,000",1,1,0,600-699,Sw,Owned,None,479,"One Of A Kind True Loft-Style Space. High Ceilings, Very Bright, And A Beautiful Southern View Of The City Skyline. Custom Built Bedroom Closet Organizers And Ample Cooking And Storage Space In The Kitchen. S/S Appliances And Washer And Dryer Included. Option To Purchase With Furniture. Amenities Included - Rooftop Gym And Terrace With Bbq And Jacuzzi, Media And Game Rooms &amp; Visitor Parking. Amazing Location - Right At The Shops At Don Mills, Two Grocery Stores, Lcbo And Ttc - All A Short Walk Away.""",https://www.realmaster.com/en/toronto-on/75-the-donway-w/907-banbury-don-mills-TRBC5077450?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"907 75 The Donway W, Toronto, Ontario, M3C 2E9"
1344,128 Hazelton Ave 502 | Apartment For Sale,C5067430,for sale,Residential Apartment,5,20201217,,,"6,949,000",3,4,1,3250-3499,Se,OwnedTbdOwnedTbd,Owned,3862.14,"Welcome To The Private Residences Of 128 Hazelton Avenue: A Collection Of Only 17 Residences In Yorkville's Most Sought-After Boutique Address! Enjoy Unobstructed Views To The South And North Over Hazelton Avenue And Ramsden Park. This Custom Designed 3 Bedroom Plus Office/Den Comes Complete With Family Room, Dining Room, Living Room And Laundry Room. 10 Foot Coffered Ceilings, 6-Piece Miele Appliance Package W/Gas Cooktop And Stove, 2 Underground Parking And 1 Locker. Amenities Include 24 Hour Exclusive Concierge, Valet Parking, World Class Lobby, Fitness Center And Elegant Party Room.""",https://www.realmaster.com/en/toronto-on/128-hazelton-ave/502-annex-TRBC5067430?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"502 128 Hazelton Ave, Toronto, Ontario, M5R2E5"
1345,2045 Lake Shore Blvd W 3703 | Apartment For Sale,W5080043,for sale,Residential Apartment,36,20210109,,,"1,999,000",3,4,0,3250-3499,Nw,Owned271COwned180B,Exclusive,3313.81,"One Of The Best Renovations Ever Undertaken At This Iconic Landmark! Suite 3703 Is A Visually Arresting Condominium Residence, With Approximately 3,257 Square Feet Of Luxury Living Space, 3-Bedrooms, &amp; Enchanting Views That Include The Lake, High Park, Sunrise, &amp; Sunset. This Suite Has Been Meticulously Renovated For The Discerning Buyer, Who Appreciates Quality Workmanship &amp; Sophisticated Styling.*Swiss Wire-Brushed Engineered Plank Floors *5-Star* Chefs Kitchen, W/Built-In Miele Appliances, Huge 54 Fridge/Freezer, Massive 9' Island, Quartzite Counters, Remote Controlled Lutron Lights, Smart Glass Privacy In Master Bedroom 20K, Built-In Dimplex Fireplace*Private Shuttle *Guest Suites""",https://www.realmaster.com/en/toronto-on/2045-lake-shore-blvd-w/3703-mimico-TRBW5080043?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"3703 2045 Lake Shore Blvd W, Toronto, Ontario, M8V2Z6"
1346,235 Grandravine Dr 203 | Apartment For Sale,W5003491,for sale,Residential Apartment,2,20201130,,,"324,900",2,1,0,800-899,S,Exclusive,None,609.2,"Beautifully Renovated 2 Bed Corner Unit. Well Maintained Building! Great Community, Park Next To Your Door! Everything Is Close By- 401, Allen Rd, Ttc In Front Of The Building, New Subway Station Finch West, York University, Shopping, Schools, Community Centers And Very Quiet Location! Updated Bathroom With New Vanity And Floor, New Laminate Floors Trough Out, New S/S Appliances. Completely Renovated Kitchen. Great Unit For Investment Or Live In! Brand New S/S Fridge, Stove, Brand New Elf's, Financing Available With 30 % Down Payment. Property Tax Is Included In The Maintenance Fee.""",https://www.realmaster.com/en/toronto-on/235-grandravine-dr/203-glenfield-jane-heights-TRBW5003491?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"203 235 Grandravine Dr, Toronto, Ontario, M3N1J2"
1347,323 Richmond St E 1106 | Apartment For Sale,C5080536,for sale,Residential Apartment,11,20210110,,,"575,000",1,1,0,600-699,N,Owned,Owned,466.53,"Open Concept Living And Dining, Large 1 Bedroom Unit With Balcony (Bedroom Can Accommodate Home Office), 1 Parking And Locker (Locker On Same Floor As Unit.) Amenities Include 24 Hr Concierge, Gym, Rooftop Garden With Hot Tub And Bbqs, Billiard Room &amp; Coffee Lounge With Internet. Minutes From St. Lawrence Market, Distillery District, Shops &amp; Restaurants, Ttc And Gardiner/Dvp. """,https://www.realmaster.com/en/toronto-on/323-richmond-st-e/1106-moss-park-TRBC5080536?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"1106 323 Richmond St E, Toronto, Ontario, M5A4R3"
1348,1041 Dufferin St | House For Sale,W4974754,for sale,Residential House,,20201102,,,"1,988,000",9,4,2,2000-2500,E,,,,"Opportunity Knocks!Rare Found Property Besides Dufferin Subway With Both Income&amp;Appreciation Potential,4 Units(Two 3Bdr Units, A 1Bdr Unit,A 2Bdr Unit)Plus A Store Space,$10K+Rent/Month,Basement Has Bath&amp;Kitchen With Separate Entrance.3 Separate Hydro Meters.Fully Fenced Backyard. Steps To Bloor Subway&amp;Dufferin Mall. Great Income Property With Significant Positive Cash Flow!Potential To Build Laneway House,Build More Levels &amp; Potential For Future Development! All Appliances, All Window Coverings, All Lighting Fixtures. Two Coin Laundry Machines With Fully Operating Washer, Dryer. Vacant Possession Is Possible.More Inside Photos&amp;Videos Available Upon Request""",https://www.realmaster.com/en/toronto-on/1041-dufferin-st/dovercourt-wallace-emerson-junction-TRBW4974754?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"1041 Dufferin St, Toronto, Ontario, M6H4B5"
1349,825 Church St 2901 | Apartment For Sale,C4992998,for sale,Residential Apartment,25,20201118,,,"869,000",2,2,0,700-799,Sw,NoneNone,None,533,"Spacious &amp; Bright Corner Unit, 777Sf 2 Brs+2 Baths W/ Sw Facing Balcony &amp; Floor To Ceiling Windows&amp; Lots Of Sunlight Located At Yorkville/Rosedale Area. Functional Layout W/Lots Of Space. 9' Ceiling &amp; Wood Fl T/O. 2 Split Bedrooms + Foyer. Modern Kit With S/S Appliances, Backsplash &amp; Breakfast Bar. 4 Mins Walk To Bloor/Yonge Subway, Shopping Mall, Library, Town Hall Sq, Ramsden Park, Ut, Shopping, Grocery, Public Transit, Lots Of Restaurants &amp; All Amenities. S/S Fridge, Dishwasher, Stove, Microwave, Range Hood, Washer &amp; Dryer &amp; All Window Coverings. Building Amenities Included 24 Hours Concierge, Party &amp; Media Room, Gym, Swimming Pool &amp; Much More.""",https://www.realmaster.com/en/toronto-on/825-church-st/2901-rosedale-moore-park-TRBC4992998?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"2901 825 Church St, Toronto, Ontario, M4W3Z4"
1350,519 Dundas St W 401 | Apartment For Sale,C5059450,for sale,Residential Apartment,2,20201207,,,"638,000",2,1,0,800-899,Nw,Owned,None,605.9,"Available Immediately In This Amazing 2 Bedroom Prime Chinatown Location. 2 Br + Solarium. Full Of Windows. Nice &amp; Bright Corner Unit. Beautiful Layout.  Steps To Shop, Restaurant, Kensington Market &amp; U Of T. Fridge, Stove, Washer. Range Hood , Window Covering , Elfs.""",https://www.realmaster.com/en/toronto-on/519-dundas-st-w/401-kensington-chinatown-TRBC5059450?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"401 519 Dundas St W, Toronto, Ontario, M5T 1H2"
1351,21 Carlton St 202 | Apartment For Sale,C4989356,for sale,Residential Apartment,2,20201113,,,"899,999",2,2,0,900-999,Ne,None,None,734.9,"Luxury Downtown Condo,Next To Yonge/College Subway..... Brand New Entrance Ceramic Title&amp; Laminate Wood Floor In Bedrooms.... Approx: 1000 Sq. Ft. Large 2 Split Bedroom, 2 Baths, Open Concept Kitchen With  Stainless Steel Appliances, Corner Unit, Floor To 8.5 Ft Ceiling Windows, 24 Hrs Super Market, Street Car, Ryerson, U Of T, Hospitals, Eaton Center, Dundas Square. Fridge, Stove, Dishwasher, B/I Microwave, Large Washer/Dryer. All Elf, All Custom Wooden Blinds. Guest Suites &amp; Visitor Parking...And More... 24 Hr Concierge, Gym, Pool, Wet + Dry Sauna, Billiards, Theater Room, Party Room, Rooftop Terr.""",https://www.realmaster.com/en/toronto-on/21-carlton-st/202-church-yonge-corridor-TRBC4989356?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"202 21 Carlton St, Toronto, Ontario, M5B 1L3"
1352,67 Shelborne Ave | House For Sale,C5078109,for sale,Residential House,,20210107,,,"4,199,000",4,7,1,,S,,,,"A Truly Spectacular New Custom Home With High Quality Finishes Throughout. The Attention To Detail And Fine Craftsmanship Is Very Noticeable Upon Inspection. A Chef's Kitchen With Two Dishwashers, Two Sinks, Make Meal Prep An Occasion. Tarion New Home Warranty Included. High Ceilings And Heated Floors In All Tiled Areas, Main Floor, Bsmt And All Bathrooms. Snow Melt System In Driveway. Built In Sound System. Control 4 Electronic Lighting System.(Programmable) Miele Built In Fridge, Cooktop, Oven, Speed Oven,2 Dishwashers. Miele Built In Coffee Machine. Sub Zero Wine Cooler. Washer And Dryer, Steam Shower In Master Bdrm.""",https://www.realmaster.com/en/toronto-on/67-shelborne-ave/bedford-park-nortown-TRBC5078109?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"67 Shelborne Ave, Toronto, Ontario, M5N1Z2"
1353,19 Poyntz Ave | House For Sale,C5079988,for sale,Residential House,,20210109,,,"2,300,000",4,3,0,,S,,,,"This Gem Is The 2nd Property Right Off Yonge Street At Sheppard. Directly Across The Street From The Subway And Emerald Park Condos With Vast Indoor Shopping And Eateries. Phase I Environment Site Assessment Has Been Successfully Completed. Minutes To 401, Shopping And All Amenities. One Of The Largest Lots In This Location. Renovator's Delight Or Potentially A Builder's Or Professional's Dream Location At This Prestigious Address. Prime Toronto Location With Ample Parking Spaces And Access To Ttc Directly Across The Street.""",https://www.realmaster.com/en/toronto-on/19-poyntz-ave/lansing-westgate-TRBC5079988?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"19 Poyntz Ave, Toronto, Ontario, M2N1H9"
1354,321 Davenport Rd 201 | Apartment For Sale,C5078069,for sale,Residential Apartment,2,20210107,,,"2,450,990",2,2,0,1200-1399,W,Owned,None,1557.6,"Strategically Perched Above A Quiet, Tree-Lined Neighbourhood, 321 Davenport Is Tucked Into The Annex &amp; Only A Short Walk To Yorkville, Top Boutiques Premier Health &amp; Wellness Spots &amp; Neighbourhood Favorites. Exclusive High-Design Coupled With Elegance &amp; Minimalist World Class Architecture Make This Modern Icon The Private Boutique Residence For Toronto's Elite. One Of Only 18 Units, This Upscale 2-Bdrm &amp; 2-Baths Suite Is Approx. 1,298 Sq.Ft. + Outdoor Space. Floor To Ceiling Windows &amp; Outdoor Space Surrounded By Lush Views Of Residential Treetops. Plan Customization Avail, Impressive Contemporary Designed Kitchen &amp; Bathrooms, Miele Appliances, Oak Hardwood Floors, 1 Ev Parking &amp; 1 Locker Incl.""",https://www.realmaster.com/en/toronto-on/321-davenport-rd/201-annex-TRBC5078069?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"201 321 Davenport Rd, Toronto, Ontario, M5R1K5"
1355,127 Briarwood Ave | House For Sale,W5079565,for sale,Residential House,,20210108,,,"948,000",3,3,1,,S,,,,"Fully Detached Home Located In Family Friendly Neighbourhood. Great For First Time Home Buyers Or Investors. Conveniently Location. Close Proximity To Hospital, Transit, Humber College, Shopping, And 400 Series Hwys. New Flooring On Main &amp; 2nd Floor. 2 Kitchens. Extra Study Room Or Office On Main Floor. Home Has Great Potential. Two Full Baths. New Roof 2020. New Countertops 2020. """,https://www.realmaster.com/en/toronto-on/127-briarwood-ave/west-humber-clairville-TRBW5079565?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"127 Briarwood Ave, Toronto, Ontario, M9W6C9"
1356,236 Walmer Rd | Townhouse For Sale,C4944652,for sale,Residential Townhouse,,20201006,,,"2,495,000",3,5,1,2500-3000,W,,,,"Renovated Georgian At Castle Hill!  Quality And Detail Prevail Throughout, One Of The Largest Units Offered.  3+1 Bedrooms All With Private Baths, Elevator, Private 2 Car  Garage Ensuite To Lower Level, Main Floor Walk Out To Terrace, Roof Top Deck. The Perfect Home In A Sought After Neighbourhood, Convenient To Everything, Parks, Schools, Restaurants, T.T.C.  This Is Truly A Pleasure To Show. See Feature Sheet For Inclusions &amp; Exclusions.""",https://www.realmaster.com/en/toronto-on/236-walmer-rd/casa-loma-TRBC4944652?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"236 Walmer Rd, Toronto, Ontario, M5R3R7"
1357,197 Yonge St 5811 | Apartment For Sale,C5079066,for sale,Residential Apartment,58,20210108,,,"1,269,900",2,2,0,1000-1199,Nw,Owned,Owned,999.61,"Luxury Living At Massey Tower! Large 2 Bedroom Corner Unit With Custom Floor Plan For Extra-Wide Kitchen! Approx 1100 Sq.Ft. - Much Larger That The Buildings 3 Bedroom Suites. Walls Of Windows Provide Unobstructed Panoramic View - You Can See For Miles In Every Direction-Cn Tower, Lake, City! 2 Walk-Outs To Huge Private Balcony. Parking&amp;Locker Included. Prime Downtown Locale Across From Eaton Centre,Steps To Public Transit,City Hall,Financial District,Ryerson Integrated Fridge And Dishwasher, St Steel Microwave, St Steel Oven, Ceramic Cooktop, Hood Fan, Washer, Dryer, Window Coverings. Hotel/Spa-Like Amenities! Walker's Paradise!""",https://www.realmaster.com/en/toronto-on/197-yonge-st/5811-church-yonge-corridor-TRBC5079066?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"5811 197 Yonge St, Toronto, Ontario, M5B 0C1"
1358,10 Brin Dr 302 | Townhouse For Sale,W4998215,for sale,Residential Townhouse,3,20201124,,,"1,049,000",3,2,0,1000-1199,N,Owned,None,284.5,"Welcome To Kingsway By The River. Nestled Between The Esteemed Kingsway And Lambton Communities. Have The Humber River Trails At Your Door Step While Being Only A 15 Minute Drive From Downtown Toronto! Smooth 9' Ceilings, A Large Private Terrace, Balcony Off Master Bedroom, Functional Upgrades. Interior Designed Exclusively By Bryon Patton For Kingsway By The River. Wall To Wall High Performance Wide Plank Laminate Flooring With Sleek Modern Kitchen Design. Assignment Sale. Occupancy Scheduled For July 2021. This Three Level Townhouse Features 3 Bedrooms, 2 Full Bathrooms, 1,138 Sq Ft. Interior + 212 Sq Ft Exterior. Includes 1 Parking Space. Visitor Parking And Bike Parking In Complex.""",https://www.realmaster.com/en/toronto-on/10-brin-dr/302-edenbridge-humber-valley-TRBW4998215?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"302 10 Brin Dr, Toronto, Ontario, M8X1Y6"
1359,162 Forest Hill Rd | House For Sale,C4990854,for sale,Residential House,,20201116,,,"6,229,000",6,5,1,,W,,,,"Highly Desired, Rarely Offered 50X170Ft Deep Lot Situated In The Centre Of Coveted Forest Hill (8500Sqft Lot). Build An Incredible New Custom Home To Your Desired Taste, Move Right In, Or Re-Model This Classic 3-Storey Georgian Style Home.Endless Possibilities! Ideal West Facing Sunny Backyard W/Lush Trees&amp;Hedges Lining The Perimeter Of The Property Creating Ultimate Privacy.Steps To Renowned Schools Incld Ucc &amp; Bss;Local Shops &amp;Amenities.*Pictures To Follow* Existing Home Features Centre Hall Plan;Large Principle Rms Ideal For Entertaining; Updated Kitchen W/ S/S Appl; 2nd Flr W/3 Spacious Bdrms, 2Full Bthrms &amp;Large Family/Sun Rm Or Use As 4th Bdrm; &amp; Generous 3rd Flr W/2 Add'l Bdrms &amp;3Pc Bath.""",https://www.realmaster.com/en/toronto-on/162-forest-hill-rd/forest-hill-south-TRBC4990854?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"162 Forest Hill Rd, Toronto, Ontario, M5P2M9"
1360,273 Finch Ave E | House For Sale,C5078931,for sale,Residential House,,20210108,,,"1,699,000",3,2,1,,S,,,,"Prime North York Location In Demand. Rare 60' Wide Lot Fronting Right On Finch Ave E. Lots Of Parking. Great For Home Office W Road Exposure. Excellent Opportunity For Investors, Builders And Developers. Many Possibilities. Close To Hwy, Subway,Ttc, Earl Haig Hs Zone, Shops &amp; All Amenities. All Elfs, 2 Fridges, 2 Stoves, Dishwasher, Washer &amp; Dryer, Cac.""",https://www.realmaster.com/en/toronto-on/273-finch-ave-e/willowdale-east-TRBC5078931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"273 Finch Ave E, Toronto, Ontario, M2N4S3"
1361,34 Allview Cres | House For Sale,C5078727,for sale,Residential House,,20210108,,,"3,180,000",4,6,1,3500-5000,W,,,,"5500 Sqf Incredible Space For Living In The Famous Bayview Village. Spectacular Custom-Built Masterpiece, Attention To Quality &amp; Craftsmanship,Panelled Walls,Crown Moldings,2Gas Fireplace, Spacious &amp; Bright Home, Led Lights,Gourmet Kitchen, Marble Countertop And Central Island. Large Breakfast Area. Glorious Master Bedroom W Wetbar And 5 Pc Ensuite. Large Window W Skylight.*Earl Haig Secondary School* Wolf/Jennair Appliance:Fridge,Gas Stove,Oven,Mcrwv.Dshwshr.W/Cooler,2 Gas F/P,2 W/Cooler. Smart Home: Vis D/B:4 Camera, B/I Speaker, Samsung Washer/Dryer, 2 Laundry Rm,Humidifier,Gdo&amp;Remotes,Sprinkler System,Heated Flr In Bsmt,""",https://www.realmaster.com/en/toronto-on/34-allview-cres/bayview-village-TRBC5078727?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"34 Allview Cres, Toronto, Ontario, M2J2R3"
1362,1 Market St 1909 | Apartment For Sale,C5078524,for sale,Residential Apartment,20,20210107,,,"1,288,000",2,2,0,1000-1199,Se,OwnedR26,Owned,638.12,"Prime Location, Lux. Condo, Bright &amp; Comfort 2 Bedroom +Den Unit , Over 1000 Sq.Ft + Large Balcony, Windows Wide, Unobstructed Lake View-East, South, &amp; West. 24 Hrs. Security, 9 Ft Ceiling , Mosaic Kitchen Black Splash, Caesar Stone, Counter Top, New Laminate Flooring Through Out And More... Steps To St. Lawrence Market, Restaurants, Coffee Shop, Shopper, Banks, Art Center, Lake Front, College, Etc. S.S Application: Fridge, Stove, Dishwasher. Washer &amp; Dryer. One Locker &amp; One Parking Included, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/1-market-st/1909-waterfront-communities-c8-TRBC5078524?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=116,"1909 1 Market St, Toronto, Ontario, M5E0A2"
