,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,18 Brookfield Rd | House For Sale,C5074734,for sale,Residential House,,20210104,,,"6,280,000",5,7,1,5000+,N,,,,"*Hoggs Hollow Hidden Jewel**Truly Elegant*56X295Ft Ravine Lot W/Lg Table Land*Spectacular/Luxurious 4558Sf(1st/2nd)+Apx 2400Sf Of Bsmt*Completely Redone W/World Class Materials&amp;Designer Deco*Impeccable Craftsmanship W/Superb Flr Plan*Exquisite Millwork/Built-In Shelves/Panelling/C-Speakers*H-Ceiling At All Lvls*Breathtaking Million Dollars Muskoka Cottage Setting Bkyd/Tranquil-Priv/Treed W/Heated Swimming Pool/Stone Deck/Built In Bbq*Allows All Season Parties *Paneled Refrigerator,Gas Stove,Paneled B/I Dishwasher,Range Hood,F/L Washer/Dryer,Gas Fireplaces,Cvac,B/I Outdr Bbq W/Stone Patio,Designer Quality Swimming Pool,Halogen Lits,Hardwood Floor,Panelled Lib-Shelves,Inclusions/Exclusions(Sch D)""",https://www.realmaster.com/en/toronto-on/18-brookfield-rd/bridle-path-sunnybrook-york-mills-TRBC5074734?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"18 Brookfield Rd, Toronto, Ontario, M2P1A9"
4378,155 Merchants' Wharf 701 | Apartment For Sale,C4969458,for sale,Residential Apartment,7,20201026,,,"1,825,000",2,3,1,1200-1399,E,OwnedTba,None,781,"Aqualuna - Bayside Toronto's Final And Most Luxurious Waterfront Address. Now Under Construction. A Hines Masterplanned Community Right By Water's Edge In Downtown Toronto. Tridel's Leed Platinum Candidate Building. Architect By 3Xn. Featuring Panoramic Lakeview, Outdoor Swimming Pool, Fitness Studio, Billiard Lounge And Sauna. Tridel's Connect Smartphone Technology. Design 2S+D2 With Approx. 1367 S.F. Plus Balcony. East Facing 2 Bedroom Plus Den. Smooth Ceiling. Stainless Steel Miele Kitchen Appliances. Engineered Hardwood Floating Floor. Natural Stone Or Quartz Kitchen Countertop. One Parking Included. Ultra High Speed Internet Incl. In The Monthly Maintenance Fee.""",https://www.realmaster.com/en/toronto-on/155-merchants-wharf/701-waterfront-communities-c8-TRBC4969458?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"701 155 Merchants' Wharf, Toronto, Ontario, 000000"
4379,220 George St Ph1 | Apartment For Sale,C4968456,for sale,Residential Apartment,9,20201027,,,"2,288,800",3,4,1,2500-2749,S,Owned11Owned12,None,2085.33,"*Wow*Absolutely Gorgeous Custom 2-Storey Penthouse-Style Suite*Prime Downtown Toronto Location*4 Minute Walk To Eaton Centre*Luxury Living At Its Finest*Stunning Floor To Ceiling Wndws*Sun-Filled Tranquil Ambiance*Premium South Views*Masterfully &amp; Tastefully Designed*Exquisite Gourmet Chef's Kitchen W/Centre Island,Breakfast Bar,B/I S/S Kitchenaid Appliances,Quartz Counters,Backsplash*Floating Staircase*Glass Railing*Heated Master Ensuite Flr*3 W/O Balconies* *2 Car Private Parking*Incl:Fridge,Stove,Dishwashr,Washr,Dryr*Windw Blinds*Pot Lights*Coffered Ceilings*Huge Laundry Rm W/ B/I Shelves*Floating Vanities*Glass Showers*10 Ft Ceilings*Private Penthouse Rooftop Deck*100 Transit Score*""",https://www.realmaster.com/en/toronto-on/220-george-st/ph1-moss-park-TRBC4968456?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"Ph1 220 George St, Toronto, Ontario, M5A2N1"
4380,18 Hollywood Ave 1500 | Apartment For Sale,C4946435,for sale,Residential Apartment,14,20201008,,,"929,800",2,2,0,1600-1799,S,OwnedA72,Exclusive,1278.67,"Luxurious &amp; Updated 2 Bdrm Condo With South Exposure &amp; Walk-Out To 2 Large Balconies. Over 1600Sqft Of Light-Filled Space W/ Windows Throughout. Reno'd Kitchen W/ Granite Counters, Marble Floors, &amp; Newer Stainless Steel Appliances. Eat-In Kitchen W/Floor To Ceiling Wndws. Oversized Living Area W/ W/Out To Balcony. Separate Dining Area, Great For Entertaining. Generous Master With 5Pc Ensuite. Each Bdrm Has Huge Walk-In Closet &amp; Walk-Out To Balcony. All Elfs, Wndw Coverings, S/S Samsung Washer, Dryer, Stove'19. Ss Samsung B/In Micro, Fridge'18. 4Pc Bath Updated W/Quartz Counters'15. Maintenance Fees Incl All Utilities Plus Bell Hi-Speed Internet &amp; Cable. Fabulous Amenities.""",https://www.realmaster.com/en/toronto-on/18-hollywood-ave/1500-willowdale-east-TRBC4946435?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"1500 18 Hollywood Ave, Toronto, Ontario, M2N 6P5"
4381,36 Lisgar St 2117E | Apartment For Sale,C4934620,for sale,Residential Apartment,18,20200930,,,"569,900",2,2,0,500-599,E,Owned,Owned,499.55,"Sought After Area Queen St West Condo. 2 Bedrooms, 2 3Pc Washrooms &amp; Spacious Balcony. Spectacular City View From The 21st Floor, Kitchen W/Granite Counters. Walking Distance To Parks, Schools, Shopping, Cafes, Ttc, Lcbo, Metro.   Incld: S/S Appliances (Stove, Fridge, Dishwasher, Washer And Dryer, Microwave), Fully Furnished, Tv, Elfs, Window Coverings. """,https://www.realmaster.com/en/toronto-on/36-lisgar-st/2117e-little-portugal-TRBC4934620?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"2117E 36 Lisgar St, Toronto, Ontario, M6J3G2"
4382,33 Charles St E 3603 | Apartment For Sale,C4923563,for sale,Residential Apartment,36,20200922,,,"1,140,000",2,2,1,900-999,Se,Owned,None,875,"Grand &amp; Luxurious Sky-Top Downtown Living At Its Best! Dazzling 2+1 Br, 2 Bath Unit Almost 1000 Sq Ft In Enviable Se Corner W/Huge Floor-To-Ceiling Windows &amp; Wrap-Around Balcony Showcasing Stunning, Panoramic Cityscape Views. Unit Boasts Soaring 9' Ceilings &amp; Numerous High-End Finishes Incl. Scavolini Kitchen Cabinetry, Ss Appliances, &amp; Glass-Tiled Backsplash. Steps To Subway, Yorkville, Rosedale, Shopping, Dining. Best Of The City Is At Your Doorstep! Ss Fridge, Stove, B/I Dishwasher, B/I Microwave, Custom Island, Stacked Washer/Dryer. 1 Premium Parking Space. Outstanding Building Amenities Incl Outdoor Pool, Hot Tub, Gym, Guest Suites &amp; More! Offers Welcome Anytime.""",https://www.realmaster.com/en/toronto-on/33-charles-st-e/3603-church-yonge-corridor-TRBC4923563?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"3603 33 Charles St E, Toronto, Ontario, M4Y1R9"
4383,47 Old Colony Rd | House For Sale,C5080989,for sale,Residential House,,20210111,,,"7,588,000",5,8,2,5000+,N,,,,"**Chateau Inspired Masterpiece South Side On Iconic Old Colony Rd. Exceptional Grand Hm On Secluded 100Ft W/Circ Driveway*Majestic-Castle Sty Flr Plan-Apx 11,000 L-U-X-U-R-Y Living Area(Inc Bsmt) W/Well-Designed Media/Entertaining Area/Gym-Soaring Foyer/Hi Ceilings(Main)-Fabulous Indoor Swimming Pool W/O To Pri Yd*Exquisite 1000Btl Wine Cellar*Independent In-Law Apt(2nd Flr:Private Stairwell-Perfect 4 Elderly Parent/Guest*Access Fm Fam/Brkfst To Pri Crt/Bckyd *Upg'd Appl's(Viking Refgeratr,Bar Frdge,Wolf 5Burner Cktop;Miele Dshwhr,Miele Warming Drawer,Miele Wall Oven,Mcrve,2Sets Washer/Dryer,Multi Wood &amp; Gas Fps,2Saunas,Utopis Hot Tub,New Ind Pool Equip,3Furances/3Cacs,Wet Bar-Spa,Paly Rm &amp; More""",https://www.realmaster.com/en/toronto-on/47-old-colony-rd/st-andrew-windfields-TRBC5080989?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"47 Old Colony Rd, Toronto, Ontario, M2L2J9"
4384,5 Brynhurst Crt | House For Sale,C4689538,for sale,Residential House,,20200211,,,"800,000",0,0,0,,E,,,,"Terrific Opportunity To Purchase Land In The Prestigious Yonge And Blythwood Area. This Is A Land Sale Only With A Long Term Land Lease In Place. The Property Is 37 Ft X 96 Ft Located Within The Booming Yonge Eglinton Corridor Filled With Trendy Shops And Restaurants And Only A Short Distance To The Ttc. All Expenses Are Paid By The Tenant.""",https://www.realmaster.com/en/toronto-on/5-brynhurst-crt/mount-pleasant-east-TRBC4689538?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"5 Brynhurst Crt, Toronto, Ontario, M4P2J9"
4385,44 Devondale Ave | House For Sale,C5082173,for sale,Residential House,,20210112,,,"2,488,000",4,7,1,,N,,,,"***One-Of-A-Kind***Simply Gorgeous Home. ''uniquely Designed'', Beautiful Layout. W/O Heated Bsmt,'' Chef Inspired Kitchen,'' Brkfst W/O To Deck, Master W/7Pc Ensuite, W/I Closet. Large Rec Rm. Bsmt Theatre Rm, Nanny's Quarters W/ Walk-Out. Custom Crown Moulding,'' Invisible Glass Stairs'', Impressive ''21'' Ceiling In Living Rm. Short Walk To Park, Public Transit Kitchenaid Panelled Fridge, Kitchenaid Dishwasher, Washer, Dryer, Oven, Microwave, Surround System, All Existing Electric Light Fixtures'', Custom Blinds'', B/I Speakers, Central Vacuum,;; Basement Heated Floor,'' Fireplace""",https://www.realmaster.com/en/toronto-on/44-devondale-ave/newtonbrook-west-TRBC5082173?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"44 Devondale Ave, Toronto, Ontario, M2R2E2"
4386,48 Nymark Ave | House For Sale,C5082369,for sale,Residential House,,20210112,,,"1,458,800",3,2,2,,N,,,,"Upgraded / Renovated Home With Charm &amp; Character On A Prime Lot. Hardwood Flooring In Main Flr &amp; New Laminate In Basement! Fully Finished Basement Features Renov'd Rec Rm,Bedrm,Gym,3Pc Bath,Laundry&amp;Gym,Led Potlights&amp;Replaced Windows. Side Entrance To Basement! European Style Wood Burning Fireplace(Main Flr).Large Interlocked Patio. Convenient Location  Just Steps From Schools, Parks, Shopping, Transportation:Walks To Ttc &amp; Minutes To Subway Station,Hwy 401. Stainless Steel Stove(2017),S/S Microwave/Rangehood(2017)! Dishwasher, Fridge. F/L Washer &amp; Dryer(2017). All Existing Elfs, Potlights, Chandeliers And Window Coverings. Newer Infrared Sauna In Basement Is Negotiable.""",https://www.realmaster.com/en/toronto-on/48-nymark-ave/don-valley-village-TRBC5082369?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"48 Nymark Ave, Toronto, Ontario, M2J2G9"
4387,14 Lakeland Cres | House For Sale,E5071465,for sale,Residential House,,20201228,,,"899,000",3,3,2,,W,,,,"Buyer Must Assume Existing Tenants In Upper Level And In Basement. Beautiful 3+2 Detached Bungalow Home In A Heart Of Scarborough Golf Club In Woburn Community. Finished Basement With 2 Separate Units (1st Unit Is A 1 Bedroom, 2nd Unit Is A Bachelor). Amazing Location. Close To All Amenities. 3 Fridges, 3 Stoves, 1 Dishwasher, 1 Washer, 1 Dryer, 1 Washer And Dryer Combo In Basement. Window 2016 Roof 2016 Driveway 2016 Furnace 2016 Ac 2020 *Furnished Photos Are From Previous Mls Listing.""",https://www.realmaster.com/en/toronto-on/14-lakeland-cres/woburn-TRBE5071465?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"14 Lakeland Cres, Toronto, Ontario, M1G2L3"
4388,28 Cartwright Ave | House For Sale,W4954865,for sale,Residential House,,20201015,,,"1,200,000",3,2,0,,N,,,,"Fabulous Find! Bright Detached Well Maintained 2 Storey Home On Great Lot.  Private Drive With Large Detached 2 Car Garage. Hardwood Floors In Principal Rooms, Finished Basement With Kitchen And Bath. Walking Distance To Subway, Ttc Bus Route. Minutes To Hwy 401 &amp; Allen Rd.  Around The Corner From Yorkdale Mall &amp; Entertainment Options Including Cinema, Restaurants And Cafes. Near Humber River Regional Hospital. Solid House In Prime Location. Two Fridges, Two Stoves, Washer, Dryer, Existing Electric Light Fixtures, Window Coverings, Gas Fireplace, Central Air Condition, Electronic Garage Door Opener With Remote. Hwt (R)""",https://www.realmaster.com/en/toronto-on/28-cartwright-ave/yorkdale-glen-park-TRBW4954865?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"28 Cartwright Ave, Toronto, Ontario, M6A 1T7"
4389,6 Minto St | House For Sale,E5082475,for sale,Residential House,,20210111,,,"1,100,000",3,2,0,1100-1500,N,,,,"Leslieville - Quaint Cul-De-Sac With No Thru Traffic! Steps To Shops, Transit, Schools, And Minutes To Beach. This 3 Level, 3 Bed/2 Bath Home Has Been Tastefully Updated Throughout, Featuring Updated Wiring, Insulation, Windows, Doors, Tankless Hot Water, Gas Fireplace, Modern Kitchen, Hardwood, And Owned Parking From Rear Laneway (Memory Lane). Drive To The Neighbourhood And Get A Sense Of What's Being Offered Here, So You Don't Miss Out! Covid Guidelines. **Interboard Listing: Quinte &amp; District Association Of Realtors Inc** *Legal Con Toronto* Follow Covid Guidelines, Use Sanitizer, Masks At All Time - Minimum 24 Hrs Notice.""",https://www.realmaster.com/en/toronto-on/6-minto-st/greenwood-coxwell-TRBE5082475?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"6 Minto St, Toronto, Ontario, M4L1B6"
4390,3045 Finch Ave 2094 | Townhouse For Sale,W5075349,for sale,Residential Townhouse,2,20210105,,,"429,900",1,1,0,700-799,E,Exclusive35,Exclusive,303.72,"Very Well Maintained, Modern And Spacious! Bedroom Townhome In Desirable Harmony Village. This Home Has A Vinyl Laminate Flooring Throughout. It Has A Bright Open Concept Living/Dining. Kitchen With Brand New Appliances. Close To All Amenities, School, Parks, Library, Ttc, Grocery, And Banks. Must Be Seen Before It Is Gone. One Parking. One Locker. Lots Of Visitor Parking. Great Starter Home For First Time Buyer. Shows A+++, Fully Renovated. All Upgraded Light Fixtures, Brand New Appliances (Fridge, Stove, Microwave, Existing Microwave-Two Weeks New), Washer, Dryer, Cac, And Hot Water Tank ( Owned)""",https://www.realmaster.com/en/toronto-on/3045-finch-ave/2094-humbermede-TRBW5075349?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"2094 3045 Finch Ave, Toronto, Ontario, M9M0A5"
4391,19 Western Battery Rd 1809 | Apartment For Sale,C5082151,for sale,Residential Apartment,15,20210112,,,"769,900",2,2,1,700-799,W,Owned,Owned,612.21,"Stunning Unobstructed City View! Brand New 2 Br+Den,2 Bath Unit W/ Tons Natural Light&amp;West Facing Flr To Ceiling Windows &amp; Balcony.Parking &amp; Locker Included!Large Den W/Sliding Dr Can Be Used As 3Nd Br.Kit W/ Granite Countertops, S/S Appl &amp; Backsplash. Mins Drive To Gardiner Exp.Steps To Financial Core,King West,Harbourfront,Go Station, Lake,Grocery Stores, Shops, Restaurants &amp; All! Building Amenities: Meeting Rm, Spa, Pool, Massage Rm. Gym, Yoga &amp; More! Parking &amp; Locker Included! S/S Refrigerator/Freezer, Whirlpool Stove-Top,Kitchenaid Oven,Whirlpool Microwave, Dishwasher, Exhaust Fan, Blomberg Stacked Washer&amp;Dryer,All Existing Electric Light Fixtures.""",https://www.realmaster.com/en/toronto-on/19-western-battery-rd/1809-niagara-TRBC5082151?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"1809 19 Western Battery Rd, Toronto, Ontario, M6K 3S4"
4392,3237 Bayview Ave 1203 | Apartment For Sale,C5082109,for sale,Residential Apartment,11,20210112,,,"1,089,900",3,3,0,1600-1799,N,Owned34Owned35,Owned,1165.9,"Brand New Luxury Lower Penthouse,Spectacular Layout W/3 Units Combined To Make This Spacious One-Of-A-Kind 3Br,3 Baths,Den,Open Concept,9Ft Ceilings,Unobstructed Views,58' Balcony,Floor To Ceiling Windows,Completely Upgraded Incl Appl,Quartz C/Tops&amp;Backsplash,Engineered Floors,Smooth Ceilings T-Out,Fixtures &amp;Mirror In Mbr,Fantastic Loc,Transit At Doorstep,Easy Access To 407&amp;404 Upgraded Appliances Including Ss Fridge, Whirlpool Stove, Bosch Dishwasher, Whirlpool Stacked Washer &amp; Dryer, Panasonic Microwave, Hood Fan, 2 Parking Spots, 1 Locker""",https://www.realmaster.com/en/toronto-on/3237-bayview-ave/1203-bayview-village-TRBC5082109?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"1203 3237 Bayview Ave, Toronto, Ontario, M2K2N4"
4393,10 Kenneth Ave 813 | Apartment For Sale,C5075522,for sale,Residential Apartment,8,20210105,,,"719,900",2,2,0,1400-1599,W,Owned108,Ensuite,1250.8,"Delightful &amp; Bright Well Maintained 1414Sf Per Mpac West Facing Unit Which Exudes Pride Of Ownership. The Large Sunroom Would Make An Ideal Work At Home Office. Granite Countertops In 2nd Bathrm &amp; Updated Kit. Mbr Has Full Size W/In Closet &amp; Ensuite. Welcoming Foyer,Laundry/Storage Rm. The Bldg Has Excellent Amenities Incl Indoor Pool.Ideally Located Close To Yonge St &amp; The Subway.Walk Score 85.Ample Visitor Prkg.Note Maint Fees Inclusive Of Heat,Hydro,Cable. Large Garden W/Bbq's.S/S Appl: Fridigaire Fridge/Freezer,Stove &amp; Dw,Panasonic Micro/Extractor Fan,Stacked Whirlpool Washer/Dryer,Shelving Unit In Laundry Rm,Broadloom W/Laid,All Blinds. Excl D/R Chandelier, Draperies/Sheers.""",https://www.realmaster.com/en/toronto-on/10-kenneth-ave/813-willowdale-east-TRBC5075522?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"813 10 Kenneth Ave, Toronto, Ontario, M2N6K6"
4394,5937 Bathurst St 4 | Townhouse For Sale,C5061485,for sale,Residential Townhouse,1,20201209,,,"950,000",3,4,0,1400-1599,N,Owned,None,420,"Prime Location In North York. Large Condo Townhouse With Ttc At Your Doorstep. Walking Distance Of All Amenities Such As Shopping Mall, School, York University, Doctors, Grocery, Place Of Worship. Complex Has Only 9 Units. The Condo Corporation Just Investing New Patio And Raiing In Hte Front And The Back And Injecting Of 350K. High End Appliances, Newer Window, Newer Furnace And Air Conditioner. Newer Roof And Fascia, Low Maintenance Fees. Well Managed And Well Maintained By Property Management.""",https://www.realmaster.com/en/toronto-on/5937-bathurst-st/4-westminster-branson-TRBC5061485?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"4 5937 Bathurst St, Toronto, Ontario, M2R1Y8"
4395,125 Peter St 2509 | Apartment For Sale,C4994214,for sale,Residential Apartment,25,20201119,,,"799,000",2,1,0,600-699,Se,Owned#7,Owned,479.68,"Beautiful Luxurious Corner Unit, Wrap Around 290 Sq.Ft Balcony With Panoramic Southeast Views. Engineered Wood Floors Throughout. Rarely 2 Bedrooms Suite With Parking &amp; Locker. Functional Layout, Open Concept. Close To Financial District, Shopping &amp; Restaurants Etc. All Stainless Appliances, B/I Dishwasher. Washer &amp; Dryer Included. All Window Coverings.""",https://www.realmaster.com/en/toronto-on/125-peter-st/2509-waterfront-communities-c1-TRBC4994214?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"2509 125 Peter St, Toronto, Ontario, M5V2G9"
4396,180 University Ave 3009 | Apartment For Sale,C4867749,for sale,Residential Apartment,14,20200812,,,"2,095,000",2,3,0,1600-1799,Se,Owned61,None,1691.66,"Painted Nov,2020 Reno 2017 Over $100K Spent S/E &amp; Lake Views, Corner Suite, Toronto's Premiere Luxury Address,Renovations Include  White Oak Engineered Hardwood Floors, New Doors W/  Pewter Hardware, Stunning Wrapped Marble Column In Lr/Dr, New Closet Organizers.  Mbr Feature Wall ,Paint, Phantom Screen. Spectacular Panoramic Views, Oversize Island, Sumptuous Master Ensuite, Huge Walk-In Closet.Shows Well.. Photos Prior To Owner Moving. Miele Gas Cookktop,Oven,D/W,Subzero Fridge,Bosch W/D,All Elfs,All Wndw Cvgs. Residents Have Access To World Class Hotel Amenities Incl Spa,Pool Gym,World Renown Restaurants &amp; Toronto.S Most Exciting Hotel Lobby Bar.""",https://www.realmaster.com/en/toronto-on/180-university-ave/3009-university-TRBC4867749?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"3009 180 University Ave, Toronto, Ontario, M5H0A2"
4397,31 Maclennan Ave | House For Sale,C4994065,for sale,Residential House,,20201119,,,"3,995,000",4,4,1,,E,,,,"Magic On Maclennan! This Stylish, Prime Rosedale Heritage Home Has Been Flawlessly Preserved While Thoughtfully Updated. 2600Sqft Above Grade. 4+1 Bedrooms, 4 Baths &amp; Private Drive For 4 Cars. Exquisite Main Floor Layout W/ Soaring Ceilings, Sunroom/Playroom Off The Kitchen, Wood Fireplace &amp; Powder Room. Chef's Kitchen With Top Of Line Appliances And Breakfast Nook. Sun Drenched 2nd Floor Family Room With Adjoining Home Office. Lower Level W/ Side Entrance. Featured In Many Of Canada's Top Publications. Coveted Whitney School District, Steps To Rosedale Park, Summerhill Market And The City's Best Trails And Walking Paths. Private Low Maintenance Landscaped Front + Backyards.""",https://www.realmaster.com/en/toronto-on/31-maclennan-ave/rosedale-moore-park-TRBC4994065?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"31 Maclennan Ave, Toronto, Ontario, M4W2Y5"
4398,127 Eastville Ave | House For Sale,E5081085,for sale,Residential House,,20210110,,,"1,899,000",4,5,1,3000-3500,W,,,,"Meticulously Cared For Home Located On A Quiet Street! Very Rare Double Lot (80*131) For This Desirable Area! Home W/Over 3000 Sq.Ft Of Living Space Sits Atop A Stunningly Manicured Prof Landscaped Lot. Home Feat Incl An Abundance Of Natural Light, Amazing Layout! 9Ft Ceilings, Custom Kit Cabinets W/Central Island. Main Flr Den, Crown Moulding Thru-Out. Main Level Sep. Ent. Large Rear Deck. Steps To R.H.King Academy, Bluffs Park, Shops &amp;Much More! Virtual Tour Available!  Includes: Window Coverings &amp; Elfs. Dining Room Table Set, Shoe Cabinet. Appliances: Pot Lights Thru-Out, Cvac, Fridge, Dishwasher, Stove, Washer &amp; Dryer, Natural Gas Bbq. Excludes: Light Fixture In Dining Room.""",https://www.realmaster.com/en/toronto-on/127-eastville-ave/cliffcrest-TRBE5081085?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=89,"127 Eastville Ave, Toronto, Ontario, M1M2P2"
